genero,edad,peso,altura,id_ejercicio,valoracion,bmi,categoria_edad,categoria_bmi,Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc,tags_combinados,popularidad
male,30,81.7,172.8,443,8.2,27.361164694787377,adulto,sobrepeso,Holman Towel Dirty Dog,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,5.6838068805915505
male,30,94.0,181.3,444,6.6,28.597775032256155,adulto,sobrepeso,Holman Straight Plank Shoulder Tap,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,4.574771391695639
male,33,82.8,180.5,445,9.1,25.414169627304886,adulto,sobrepeso,Holman Killer Abs,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,6.307639343095502
male,20,83.6,168.3,446,10.0,29.514677726903788,joven,sobrepeso,Holman Straight Plank Split Jack,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,6.931471805599453
female,16,46.4,154.0,447,9.7,19.5648507336819,adolescente,normal,Holman Elbow Plank Swim,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,6.723527651431469
male,37,84.5,181.1,448,6.8,25.764386665817003,adulto,sobrepeso,Holman Elbow Plank Saw,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,4.713400827807628
female,19,51.2,152.5,449,6.8,22.01558720773986,joven,normal,Holman Feet-Elevated Straight Plank Toe-Tap Series,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,4.713400827807628
female,34,66.8,157.0,450,7.7,27.10049089212544,adulto,sobrepeso,Holman Elbow Plank Pike Pull,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,5.337233290311579
male,36,88.8,171.9,451,9.0,30.051158035588283,adulto,obesidad,Holman Hand-Elevated Walk-Over Push-Up,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,6.238324625039508
female,22,70.7,161.8,452,9.4,27.006131576012134,joven,sobrepeso,Holman Hands-Elevated Hill Climber,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,6.515583497263486
male,29,82.4,176.4,453,8.5,26.4807359073637,joven,sobrepeso,Holman Seated Pike,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,5.891751034759535
male,34,87.9,169.6,454,7.5,30.558862139551444,adulto,obesidad,Holman Feet-Elevated Up-Down Plank,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,5.19860385419959
female,32,80.7,162.2,455,9.0,30.67410041643798,adulto,obesidad,Holman Feet-Elevated Hand Tap,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,6.238324625039508
male,37,67.2,175.9,456,10.0,21.71888841953394,adulto,normal,Holman Reverse Straight Plank with Alternating Heel Pull-In,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,6.931471805599453
male,27,80.9,179.2,457,9.3,25.192572146045926,joven,sobrepeso,Holman Elbow Plank,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,6.446268779207491
female,19,70.0,158.4,458,8.6,27.898938883787366,joven,sobrepeso,Holman Straight Plank Squat Thrust,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,5.9610657528155295
female,35,71.9,155.8,459,7.9,29.6206090227918,adulto,sobrepeso,Holman Alternating Single-Leg Pike,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,5.475862726423568
female,26,69.8,160.9,460,9.7,26.961455547783,joven,sobrepeso,Holman Knee Pull-In Crunch,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,6.723527651431469
male,32,80.5,171.2,461,8.4,27.46555376015373,adulto,sobrepeso,Holman Straight Plank with Hand Tap,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,5.8224363167035404
male,32,98.0,182.1,462,7.7,29.553313725614373,adulto,sobrepeso,Holman Straight Plank with Dirty Dog,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,5.337233290311579
female,27,60.1,160.8,463,8.2,23.24354595183287,joven,normal,Holman Elbow Plank Roll,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,5.6838068805915505
female,30,55.7,168.7,464,9.7,19.571541362537687,adulto,normal,Holman Froggy Push-Up,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,6.723527651431469
male,16,87.9,178.8,465,6.1,27.495007732384426,adolescente,sobrepeso,Holman Straight Plank Hand Tap to Shoulder Tap,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,4.228197801415666
female,44,73.1,165.5,466,9.7,26.688328876151182,adulto,sobrepeso,Holman In-Out Straight Plank,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,6.723527651431469
female,47,42.3,154.9,467,8.2,17.629400004417764,adulto,bajo_peso,Holman Bicycle,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,5.6838068805915505
male,37,90.4,175.4,468,10.0,29.38388748831471,adulto,sobrepeso,Holman Alternating Diagonal Knee Pull-in,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,6.931471805599453
male,29,89.6,178.7,469,8.2,28.05814173056731,joven,sobrepeso,Holman Elbow Plank with Step-Out,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,5.6838068805915505
female,30,60.4,159.4,470,6.0,23.771703486568985,adulto,normal,Holman Alternating Slow L-Raise,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,4.1588830833596715
female,23,88.2,163.0,471,9.1,33.19658248334525,joven,obesidad,Holman Feet-Elevated Plank with Shoulder Tap,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,6.307639343095502
male,26,75.6,163.9,472,7.5,28.142578641941896,joven,sobrepeso,Holman Feet-Elevated Inchworm Pike to Straight Plank Push-Up,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,5.19860385419959
female,21,65.7,159.7,473,8.2,25.760574088312897,joven,sobrepeso,Holman Feet-Elevated Up-Down Elbow Plank,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,5.6838068805915505
male,36,107.0,187.6,474,7.8,30.4031169161806,adulto,obesidad,Holman Feet-Elevated Plank Pike Pull,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,5.406548008367573
male,21,82.7,183.1,475,5.9,24.667709252717554,joven,normal,Holman Feet-Elevated Alternating Single-Leg Hip Raise,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,4.089568365303678
female,32,60.7,162.1,476,7.9,23.100568152194306,adulto,normal,Holman Feet-Elevated Plank Pike Pull to Push-Up,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,5.475862726423568
male,19,89.2,173.7,477,8.8,29.564137772859265,joven,sobrepeso,Holman Standing Heel Click,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,6.099695188927519
female,29,67.1,170.6,478,7.9,23.054964960576353,joven,normal,Holman Straight Plank Right-Left Jack to Split Jack,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,5.475862726423568
female,21,61.2,159.1,479,7.6,24.177481678249077,joven,normal,Holman Elbow Plank Jack to Ninja Knees,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,5.267918572255584
male,39,85.1,178.0,480,6.8,26.85898245171064,adulto,sobrepeso,Holman Right Side Elbow Plank with Left Leg Swing,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,4.713400827807628
male,40,85.3,170.6,481,8.8,29.308323563892145,adulto,sobrepeso,Holman Left Side Elbow Plank with Right Leg Swing,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,6.099695188927519
male,50,72.5,160.1,482,7.9,28.284945269606247,mayor,sobrepeso,Holman Straight Plank with Alternating Diagonal Sit-Back,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,5.475862726423568
male,38,91.7,183.6,483,8.5,27.20344976528496,adulto,sobrepeso,Holman Boat Press with Leg Extension,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,5.891751034759535
female,27,70.0,165.5,484,8.3,25.55653927948814,joven,sobrepeso,Holman Shoulder Tap to Dirty Dog,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,5.753121598647547
male,42,70.4,160.6,485,10.0,27.294904382538093,adulto,sobrepeso,Holman Standing Russian Twist,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,6.931471805599453
female,40,70.8,165.7,486,10.0,25.786253086246646,adulto,sobrepeso,Holman Hovering Plank with Shoulder Tap,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,6.931471805599453
male,37,68.5,167.8,487,10.0,24.328014081125577,adulto,normal,Holman Elbow Plank to Stacked Plank Hip Drop,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,6.931471805599453
female,26,72.6,169.8,488,8.5,25.1803202270807,joven,sobrepeso,Holman Elbow Plank to Walk-Up Pike,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,5.891751034759535
male,24,88.9,182.6,489,8.3,26.66245985635263,joven,sobrepeso,Holman Hill Climber,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,5.753121598647547
male,31,91.4,180.8,490,7.8,27.960783929830058,adulto,sobrepeso,Holman Straight Plank Pike to Renegade Row,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,5.406548008367573
male,26,85.8,175.8,491,9.1,27.761923066469418,joven,sobrepeso,Holman Alternating Hip Drop to Push-Up,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,6.307639343095502
female,39,65.0,158.7,492,6.5,25.808306224685527,adulto,sobrepeso,Holman Crab Kick,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,4.505456673639644
male,27,86.5,174.4,493,7.3,28.439577897483378,joven,sobrepeso,Holman Wounded Bear Crawl,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,5.0599744180876005
male,26,75.9,169.1,494,9.1,26.543278308196495,joven,sobrepeso,Holman Alternating Crab Reach,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,6.307639343095502
male,24,87.8,174.8,495,9.5,28.73503029287475,joven,sobrepeso,Holman Hovering Panther Core Stabilizer,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,6.58489821531948
male,16,58.3,164.0,496,8.1,21.67608566329566,adolescente,normal,Holman Burpee to Forward Lunge,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,5.614492162535557
female,18,51.8,165.1,497,7.1,19.003588303034594,joven,normal,Holman Seated Knee Pull-In Series,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,4.921344981975611
female,36,53.3,158.7,498,9.6,21.16281110424213,adulto,normal,Holman Elbow Plank Pike,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,6.654212933375475
female,16,76.2,162.7,499,7.0,28.785903520380014,adolescente,sobrepeso,Holman Elbow Plank Jack to Straight Plank Split Jack,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,4.852030263919617
female,25,65.6,161.9,500,9.1,25.02707769572338,joven,sobrepeso,Holman Boat Pull-Over,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,6.307639343095502
male,24,92.9,187.5,501,8.0,26.42488888888889,joven,sobrepeso,Holman Squat Pulse to Plyometric Jump,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,5.545177444479562
male,37,105.3,185.8,502,8.6,30.50260648103624,adulto,obesidad,Holman Hands Down Heel Click,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,5.9610657528155295
male,23,100.8,184.5,503,7.3,29.612003437107543,joven,sobrepeso,Holman Straight Plank to Kick-Up,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,5.0599744180876005
female,38,70.6,165.2,504,9.8,25.869296296513436,adulto,sobrepeso,Holman Hands-Elevated Split Jack,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,6.792842369487464
male,36,88.3,177.8,505,9.7,27.931688516438253,adulto,sobrepeso,Holman Feet-Elevated Plank Reach,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,6.723527651431469
female,30,66.3,165.7,506,6.5,24.14729632229029,adulto,normal,Holman Hand-Elevated Side Plank Semicircle,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,4.505456673639644
male,42,94.8,180.9,507,7.8,28.968846572371234,adulto,sobrepeso,Holman Hands-Elevated Straight Plank Pike,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,5.406548008367573
female,16,62.1,162.1,508,7.6,23.63336544071279,adolescente,normal,Holman Alternating Rolling Elbow Plank,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,5.267918572255584
female,27,55.9,157.9,509,7.1,22.420616378440755,joven,normal,Holman Elbow Plank Jack,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,4.921344981975611
male,31,95.1,187.7,510,7.5,26.99305077957691,adulto,sobrepeso,Holman Squat Thrust to Alternating Knee-In,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,5.19860385419959
female,24,59.4,167.0,511,8.7,21.298719925418624,joven,normal,Holman Supine Double Pike,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,6.030380470871523
male,20,75.0,168.7,512,7.9,26.35306287594841,joven,sobrepeso,Holman Elbow Plank Alternating Pike,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,5.475862726423568
female,21,62.0,162.5,513,8.0,23.4792899408284,joven,normal,Holman Seated Killer Abs,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,5.545177444479562
female,33,58.5,159.0,514,8.4,23.139907440370237,adulto,normal,Holman Side Plank Hip Drop,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,5.8224363167035404
female,31,55.4,154.9,515,8.4,23.089095986873385,adulto,normal,Holman Wide Hill Climber,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,5.8224363167035404
male,36,82.2,172.3,516,9.6,27.688616913163848,adulto,sobrepeso,Holman Straight-Legged Bicycle,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,6.654212933375475
female,31,57.8,154.2,517,8.4,24.308552068245632,adulto,normal,Holman Stair Toe Tap,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,5.8224363167035404
female,26,58.7,160.8,518,8.5,22.702098957946582,joven,normal,Holman Elbow Plank Ninja,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,5.891751034759535
female,23,58.8,156.5,519,9.3,24.007594238993967,joven,normal,Holman Traveling Stair Climb Push-Up,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,6.446268779207491
male,37,80.0,175.9,520,7.7,25.85581954706421,adulto,sobrepeso,Holman Hands-Elevated Burpee,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,5.337233290311579
male,27,79.9,173.2,521,9.5,26.63489591389362,joven,sobrepeso,Holman Straight Plank Donkey Kick,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,6.58489821531948
male,37,73.9,168.3,522,7.2,26.09012779926065,adulto,sobrepeso,Holman Feet-Elevated Straight Plank Pike Pull,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,4.990659700031606
male,32,81.7,163.2,523,8.6,30.674800557477898,adulto,obesidad,Holman Towel Burpee,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,5.9610657528155295
female,39,59.5,158.9,524,7.0,23.565093719763905,adulto,normal,Holman Elbow Plank to Alternating Side Plank Crunch,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,4.852030263919617
female,45,64.6,158.0,525,8.3,25.877263259093088,adulto,sobrepeso,Holman Straight-Legged Hip Raise,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,5.753121598647547
female,26,64.4,159.7,526,8.0,25.250851922181898,joven,sobrepeso,Holman Feet-Elevated Hill Climber,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,5.545177444479562
female,24,30.7,154.2,527,7.7,12.911289766351919,joven,bajo_peso,Holman Ninja Knee Hill Climber,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,5.337233290311579
male,21,89.9,182.1,528,7.0,27.110641876864612,joven,sobrepeso,Holman Feet-Elevated Shoulder Tap,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,4.852030263919617
female,39,67.6,160.1,529,8.0,26.373273106556997,adulto,sobrepeso,Holman Feet-Elevated Hip Raise,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,5.545177444479562
male,51,87.2,170.6,530,8.1,29.961146714787752,mayor,sobrepeso,Holman Left Hand Right Foot Crab Reach,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,5.614492162535557
male,21,94.5,173.8,531,6.6,31.28471941744872,joven,obesidad,Holman Alternating Crab Flip to Froggy Push-Up to Kicks,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,4.574771391695639
female,30,64.1,156.8,532,8.8,26.071493648479795,adulto,sobrepeso,Holman Right Hand Left Foot Sleeping Crab,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,6.099695188927519
male,30,93.3,179.6,533,9.4,28.924707714743477,adulto,sobrepeso,Holman Left Hand Right Foot Sleeping Crab,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,6.515583497263486
female,20,60.5,161.2,534,7.4,23.28226883978105,joven,normal,Holman Straight Plank with Alternating Leg Kick-Under,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,5.129289136143595
male,23,74.1,170.3,535,8.7,25.549882784309677,joven,sobrepeso,Holman Right Hip Drop Push-Up,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,6.030380470871523
male,37,91.5,175.4,536,7.0,29.74143479182296,adulto,sobrepeso,Holman Right Side Diagonal Burpee,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,4.852030263919617
female,24,75.1,160.9,537,8.5,29.00867208651151,joven,sobrepeso,Holman Left Hip Drop Push-Up,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,5.891751034759535
male,50,96.2,187.4,538,6.7,27.392766714997908,mayor,sobrepeso,Holman Right Leg 7-Up Crunch,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,4.644086109751633
male,36,74.8,170.6,539,8.5,25.700616677363804,adulto,sobrepeso,Holman Left Leg 7-Up Crunch,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,5.891751034759535
male,23,94.2,189.4,540,8.6,26.25977214769254,joven,sobrepeso,Holman Straight Plank Jack,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,5.9610657528155295
male,29,80.6,172.1,541,6.3,27.21280446857208,joven,sobrepeso,Holman Feet-Elevated Couch Hill Climber,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,4.366827237527655
male,37,91.8,172.1,542,8.0,30.994236355023787,adulto,obesidad,Holman Feet-Elevated Right Side Plank,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,5.545177444479562
female,42,52.7,163.9,543,7.9,19.617908656485955,adulto,normal,Holman Alternating Up-Down Plank to Push-Up,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,5.475862726423568
male,17,71.6,174.4,544,7.4,23.5407373116741,adolescente,normal,Holman Straight Plank Pike,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,5.129289136143595
female,29,78.2,169.2,545,8.8,27.3153038355996,joven,sobrepeso,Holman Ninja Knee Straight Plank,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,6.099695188927519
male,21,84.9,173.3,546,9.0,28.269007744509434,joven,sobrepeso,Holman Reverse Crunch to Hip Raise,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,6.238324625039508
male,25,88.9,173.2,547,7.9,29.63507192421956,joven,sobrepeso,Holman Straight Plank Quick Reach,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,5.475862726423568
male,18,68.4,168.7,548,8.6,24.03399334286495,joven,normal,Holman Alternating Diagonal Straight Plank,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,5.9610657528155295
female,20,64.7,161.8,549,7.3,24.714239221612235,joven,normal,Holman Feet-Elevated Left Side Plank,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,5.0599744180876005
female,53,68.1,166.2,550,7.2,24.65386837658078,mayor,normal,Holman Right Hand Left Foot Crab Reach,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,4.990659700031606
male,31,92.0,166.8,551,8.9,33.067071522637995,adulto,obesidad,Holman Low-Impact Crab Kick,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,6.169009906983513
female,16,75.3,166.5,552,7.2,27.1622974325677,adolescente,sobrepeso,Holman Alternating Crab Flip to Froggy Push-Up,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,4.990659700031606
male,48,63.1,165.1,553,8.9,23.14915872435295,adulto,normal,Holman High-Impact Crab Kick,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,6.169009906983513
female,59,67.4,163.0,554,7.2,25.367909970266105,mayor,sobrepeso,Holman Single-Leg Right Pike,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,4.990659700031606
female,32,59.2,162.9,555,7.9,22.30897095726212,adulto,normal,Holman Single-Leg Left Pike,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,5.475862726423568
male,26,88.4,178.2,556,6.9,27.837925331378386,joven,sobrepeso,Holman Shoulder Tap to Hand Tap,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,4.782715545863622
male,29,83.3,185.0,557,6.5,24.338933528122713,joven,normal,Holman Towel Reverse Plank Jack,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,4.505456673639644
male,26,89.2,168.7,558,7.9,31.342576113794642,joven,obesidad,Holman Side-to-Side Twist,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,5.475862726423568
female,25,56.2,156.1,559,7.6,23.063781204331562,joven,normal,Holman Crab Kick with Hop,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,5.267918572255584
female,21,47.1,161.3,560,9.3,18.103067566720945,joven,bajo_peso,Holman Crab Reach to Crab Kick,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,6.446268779207491
male,36,78.5,164.8,561,7.4,28.903819869921758,adulto,sobrepeso,Holman Wide Squat Side-to-Side Obliques,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,5.129289136143595
female,30,64.3,157.8,562,7.4,25.822422054838306,adulto,sobrepeso,Holman Side Plank Crunch,1,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,5.129289136143595
male,32,98.6,173.8,563,7.7,32.642045868364484,adulto,obesidad,Total Fitness Ab Tuck,"The hollow-body knee tuck is a bodyweight abdominal exercise performed on the floor. It is similar to both the hollow-body hold and the knee tuck or reverse crunch, combining elements of both. It primarily targets the muscles of the rectus abdominis, or “six-pack” muscles. It can be performed for reps or time, either as part of an ab-focused workout or as a component of a circuit workout.",Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,5.337233290311579
female,32,60.1,165.5,564,6.8,21.94211443853196,adulto,normal,Active hang from bar,"The active hang from bar is a static exercise that involves isometrically squeezing the shoulders into the sockets and activating the muscles of the upper back and core. It can be used to improve pull-up form or to do more pull-ups, but also has postural and shoulder health benefits.",Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,4.713400827807628
male,40,77.4,178.5,565,8.6,24.292069769084108,adulto,normal,Cat-cow,Cat-cow is a traditional yoga pose that is also popular in fitness and strength training. It targets spinal mobility and control of the vertebral column. It can be performed for time or reps as part of a dynamic warm-up or as a mobility or restorative exercise anytime. It can also work as part of a yoga or bodyweight sequence with other poses.,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,5.9610657528155295
male,35,88.2,177.3,566,9.0,28.05763840575353,adulto,sobrepeso,Crab walk,"The crab walk is a full-body exercise that has been popular in schools and gym classes for decades. It's a full-body coordination challenge that also burns serious calories, making it an excellent inclusion in a full-body warm-up or bodyweight circuit workout.",Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,6.238324625039508
female,29,70.7,165.7,567,8.4,25.749831824825396,joven,sobrepeso,Lunge with overhead reach,The lunge with overhead reach is a full-body bodyweight movement targeting the quads and shoulders. It has both strength and mobility benefits and can be performed one leg at a time or alternating for time or for reps.,Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,5.8224363167035404
female,32,66.7,167.4,568,8.5,23.802080879970422,adulto,normal,Hang from bar,"The hang from bar is a static exercise that involves hanging from a bar by two hands. It can either be an ""active hang,"" where you pack the shoulders and activate the muscles of the upper back, or a ""passive hang,"" where you let the shoulders unpack and let the muscles of the upper body stretch. A passive hang may not be appropriate for all people depending on their shoulder health, but many coaches believe hanging can be healthy for the shoulders when done properly.",Strength,Abdominals,Body Only,Intermediate,1.0,1,Strength Abdominals Intermediate,5.891751034759535
